Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A3012,Data analytics ,88,5823,$246.67 ,12,9,0.102,"$1,514 ",1/11/2024,Hyderabad,Mobile,Data Analytics Course
A3013,Data Analytcis ,90,5569,$196.60 ,27,4,0.053,"$1,516 ",20-11-2024,Hyderabad,Desktop,Data Analitics Online
A3014,Data analytics ,94,4255,$221.06 ,13,5,0.053,"$1,623 ",11/20/2024,Hyderabad,Desktop,Learn Data Analytics
A3015,DataAnalytics,191,4910,$232.70 ,14,10,0.052,"$1,080 ",11/3/2024,Hyderabad,Tablet,Analytics For Data
A3016,Data Analytics ,167,5675,$222.56 ,15,4,0.024,"$1,862 ",11/17/2024,Hyderabad,Tablet,Analytics For Data
A3017,Data Analytcis ,136,3777,$186.50 ,11,4,0.029,"$1,027 ",11/5/2024,Hyderabad,Mobile,Learn Data Analytics
A3018,Data Analytics ,110,5790,NA,23,9,NA,"$1,463 ",8/11/2024,Hyderabad,Tablet,Data Analitics Online
A3019,DataAnalytics,171,3055,NA,26,5,0.029,"$1,701 ",11/18/2024,Hyderabad,Mobile,Data Anaytics Training
A3020,Data Analytcis ,134,5620,$231.40 ,28,7,0.052,"$1,499 ",11/29/2024,Hyderabad,Desktop,Data Anaytics Training
A3021,Data Analytcis ,170,4594,$193.20 ,27,9,0.053,"$1,319 ",27-11-2024,Hyderabad,Mobile,Analytics For Data
A3022,Data Analytcis ,151,4907,$248.32 ,10,4,0.026,"$1,948 ",23-11-2024,Hyderabad,Desktop,Data Analytics Course
A3023,Data analytics ,124,5437,$180.54 ,29,7,NA,"$1,564 ",9/11/2024,Hyderabad,Desktop,Analytics For Data
A3024,Data Analytcis ,88,4794,$242.28 ,11,3,0.034,"$1,210 ",11/7/2024,Hyderabad,Mobile,Data Anaytics Training
A3025,DataAnalytics,118,5326,$199.76 ,19,8,0.068,"$1,195 ",11/24/2024,Hyderabad,Tablet,Analytics For Data
A3026,DataAnalytics,160,5642,$200.82 ,25,NA,NA,NA,29-11-2024,Hyderabad,Mobile,Learn Data Analytics
A3027,DataAnalytics,112,4594,$236.12 ,29,8,0.071,"$1,569 ",23-11-2024,Hyderabad,Mobile,Data Anaytics Training
A3028,Data Analytics ,186,4352,$223.95 ,29,3,0.016,"$1,290 ",6/11/2024,Hyderabad,Mobile,Data Anaytics Training
A3029,Data analytics ,139,4220,$206.02 ,21,5,0.036,"$1,671 ",11/21/2024,Hyderabad,Desktop,Learn Data Analytics
A3030,Data Analytcis ,164,4909,$245.06 ,13,3,0.045,"$1,601 ",4/11/2024,Hyderabad,Mobile,Learn Data Analytics
A3031,Data analytics ,89,3148,$219.25 ,13,4,0.045,"$1,533 ",11/6/2024,Hyderabad,Desktop,Data Analitics Online
A3032,DataAnalytics,107,3105,$195.46 ,20,10,0.037,"$1,455 ",11/19/2024,Hyderabad,Mobile,Data Analitics Online
A3033,Data analytics ,179,5062,$214.66 ,18,4,0.05,"$1,815 ",24-11-2024,Hyderabad,Mobile,Data Analytics Course
A3034,DataAnalytics,136,4096,$228.79 ,19,10,0.039,"$1,054 ",11/26/2024,Hyderabad,Desktop,Data Anaytics Training
A3035,Data analytics ,140,4283,$205.02 ,22,7,NA,"$1,674 ",11/11/2024,Hyderabad,Mobile,Data Analytics Course
A3036,DataAnalytics,137,4189,$208.84 ,17,NA,NA,"$1,211 ",11/9/2024,Hyderabad,Mobile,Online Data Analytic
A3037,Data Analytcis ,199,4818,$230.19 ,11,7,0.038,"$1,714 ",11/8/2024,Hyderabad,Desktop,Online Data Analytic
A3038,Data Analytcis ,95,5256,$235.84 ,12,8,0.052,"$1,324 ",11/24/2024,Hyderabad,Mobile,Data Anaytics Training
A3039,Data Analytics ,182,3980,$191.75 ,16,5,0.027,"$1,050 ",11/8/2024,Hyderabad,Tablet,Online Data Analytic
A3040,Data Analytcis ,132,4359,$237.12 ,29,3,NA,"$1,872 ",1/11/2024,Hyderabad,Mobile,Online Data Analytic
A3041,Data analytics ,139,5326,$241.70 ,29,5,0.036,"$1,423 ",8/11/2024,Hyderabad,Mobile,Analytics For Data
A3042,Data Analytics ,134,5614,$220.52 ,14,6,0.036,NA,15-11-2024,Hyderabad,Desktop,Data Analitics Online
A3043,Data Analytics ,166,3746,$213.81 ,16,5,0.03,"$1,750 ",11/8/2024,Hyderabad,Mobile,Data Analitics Online
A3044,Data Analytics ,121,5608,$219.92 ,19,4,0.049,"$1,209 ",11/14/2024,Hyderabad,Tablet,Data Anaytics Training
A3045,Data Analytcis ,173,4582,$204.99 ,17,5,0.029,"$1,703 ",11/21/2024,Hyderabad,Desktop,Data Anaytics Training
A3046,Data analytics ,132,4438,$232.68 ,24,7,NA,"$1,959 ",11/9/2024,Hyderabad,Desktop,Analytics For Data
A3047,DataAnalytics,136,5011,$236.62 ,25,5,0.037,"$1,582 ",11/3/2024,Hyderabad,Mobile,Data Analytics Course
A3048,Data analytics ,174,5864,$190.45 ,26,5,0.045,"$1,508 ",11/27/2024,Hyderabad,Mobile,Data Anaytics Training
A3049,Data Analytics ,168,5114,$186.75 ,10,3,0.018,"$1,530 ",11/18/2024,Hyderabad,Desktop,Online Data Analytic
A3050,Data Analytics ,117,5658,$191.48 ,13,3,0.032,"$1,779 ",11/25/2024,Hyderabad,Mobile,Learn Data Analytics
A3051,Data Analytics ,187,4876,$192.20 ,16,5,0.027,"$1,396 ",11/9/2024,Hyderabad,Tablet,Analytics For Data
A3052,Data analytics ,NA,5139,$212.20 ,20,10,NA,"$1,613 ",11/18/2024,Hyderabad,Tablet,Online Data Analytic
A3053,Data Analytics ,NA,5470,$210.97 ,NA,7,NA,"$1,928 ",11/21/2024,Hyderabad,Desktop,Data Analitics Online
A3054,DataAnalytics,112,5143,$242.96 ,18,3,0.027,"$1,029 ",7/11/2024,Hyderabad,Mobile,Data Anaytics Training
A3055,Data Analytcis ,124,NA,$209.92 ,15,4,0.032,NA,11/25/2024,Hyderabad,Desktop,Data Analitics Online
A3056,Data Analytics ,132,4769,$236.41 ,15,4,0.03,NA,26-11-2024,Hyderabad,Tablet,Analytics For Data
A3057,Data Analytcis ,167,3366,$213.02 ,28,4,0.059,"$1,159 ",11/14/2024,Hyderabad,Mobile,Data Analytics Course
A3058,DataAnalytics,165,5228,$199.73 ,27,3,0.04,"$1,829 ",5/11/2024,Hyderabad,Mobile,Analytics For Data
A3059,DataAnalytics,108,4266,$220.02 ,24,5,NA,"$1,282 ",23-11-2024,Hyderabad,Mobile,Data Anaytics Training
A3060,Data Analytcis ,182,5102,$226.22 ,16,10,0.06,"$1,600 ",11/7/2024,Hyderabad,Mobile,Data Analytics Course
A3061,Data analytics ,91,3787,$226.17 ,26,8,0.088,"$1,493 ",10/11/2024,Hyderabad,Tablet,Data Analytics Course
A3062,Data Analytics ,194,4598,$233.86 ,25,4,NA,"$1,565 ",5/11/2024,Hyderabad,Tablet,Data Analitics Online
A3063,Data Analytics ,189,5404,$218.41 ,17,10,0.053,"$1,418 ",11/24/2024,Hyderabad,Mobile,Learn Data Analytics
A3064,Data analytics ,85,4432,$214.79 ,22,7,0.082,"$1,262 ",23-11-2024,Hyderabad,Tablet,Data Analitics Online
A3065,DataAnalytics,162,4016,$224.48 ,28,10,0.041,"$1,060 ",11/19/2024,Hyderabad,Mobile,Data Anaytics Training
A3066,Data Analytcis ,NA,5379,$248.46 ,28,5,NA,"$1,881 ",27-11-2024,Hyderabad,Desktop,Online Data Analytic
A3067,Data Analytcis ,88,5093,$222.28 ,13,9,0.05,"$1,185 ",9/11/2024,Hyderabad,Desktop,Online Data Analytic
A3068,Data Analytics ,121,5092,$219.15 ,21,6,0.05,"$1,864 ",11/4/2024,Hyderabad,Desktop,Analytics For Data
A3069,Data Analytics ,81,3015,$218.69 ,10,7,0.086,"$1,550 ",11/27/2024,Hyderabad,Desktop,Learn Data Analytics
A3070,Data Analytcis ,125,3745,$206.93 ,24,3,0.024,"$1,619 ",11/8/2024,Hyderabad,Tablet,Data Analytics Course
A3071,Data Analytics ,188,5046,$202.52 ,18,10,0.06,"$1,625 ",11/5/2024,Hyderabad,Tablet,Online Data Analytic
A3072,Data analytics ,99,4032,$186.45 ,19,5,NA,"$1,074 ",11/3/2024,Hyderabad,Desktop,Data Analytics Course
A3073,Data Analytcis ,170,3879,$245.00 ,29,NA,NA,"$1,202 ",11/26/2024,Hyderabad,Tablet,Data Analytics Course
A3074,Data analytics ,105,4968,$188.38 ,14,5,NA,"$1,135 ",11/21/2024,Hyderabad,Tablet,Learn Data Analytics
A3075,Data Analytics ,173,5872,$190.30 ,24,5,0.029,"$1,953 ",26-11-2024,Hyderabad,Tablet,Data Analitics Online
A3076,DataAnalytics,186,3058,$230.71 ,27,7,0.038,NA,23-11-2024,Hyderabad,Mobile,Analytics For Data
A3077,Data analytics ,143,3109,$246.92 ,22,5,0.035,"$1,589 ",13-11-2024,Hyderabad,Tablet,Learn Data Analytics
A3078,Data analytics ,124,5415,$217.55 ,NA,4,0.032,"$1,258 ",27-11-2024,Hyderabad,Desktop,Data Analitics Online
A3079,DataAnalytics,154,5633,$245.95 ,29,7,0.035,"$1,604 ",11/3/2024,Hyderabad,Tablet,Learn Data Analytics
A3080,DataAnalytics,85,5402,$191.95 ,18,7,0.082,"$1,002 ",26-11-2024,Hyderabad,Desktop,Data Anaytics Training
A3081,Data analytics ,167,4059,$209.18 ,17,4,0.024,"$1,742 ",16-11-2024,Hyderabad,Tablet,Learn Data Analytics
A3082,Data Analytics ,139,3172,$227.83 ,20,10,0.072,"$1,130 ",28-11-2024,Hyderabad,Tablet,Analytics For Data
A3083,DataAnalytics,193,5716,$224.53 ,19,9,0.047,"$1,167 ",11/13/2024,Hyderabad,Desktop,Online Data Analytic
A3084,DataAnalytics,127,4816,$245.25 ,23,3,0.049,"$1,985 ",7/11/2024,Hyderabad,Tablet,Learn Data Analytics
A3085,DataAnalytics,80,3742,$247.16 ,NA,10,0.055,"$1,686 ",11/8/2024,Hyderabad,Tablet,Analytics For Data
A3086,Data Analytics ,174,4469,$215.98 ,14,8,0.046,"$1,619 ",11/7/2024,Hyderabad,Desktop,Online Data Analytic
A3087,DataAnalytics,127,3454,$209.19 ,19,10,0.058,"$1,937 ",11/5/2024,Hyderabad,Desktop,Data Anaytics Training
A3088,Data Analytcis ,151,3702,$245.02 ,22,9,0.06,"$1,983 ",4/11/2024,Hyderabad,Tablet,Learn Data Analytics
A3089,Data Analytics ,113,4258,$232.25 ,16,10,0.088,"$1,374 ",11/24/2024,Hyderabad,Mobile,Online Data Analytic
A3090,DataAnalytics,159,4047,$205.62 ,24,3,0.05,"$1,177 ",9/11/2024,Hyderabad,Tablet,Analytics For Data
A3091,Data Analytics ,197,3319,$215.83 ,26,10,0.051,"$1,342 ",18-11-2024,Hyderabad,Desktop,Analytics For Data
A3092,Data Analytcis ,106,5661,$181.96 ,17,3,0.028,"$1,250 ",11/11/2024,Hyderabad,Desktop,Data Analitics Online
A3093,Data Analytics ,143,4914,$222.69 ,12,7,0.05,"$1,280 ",12/11/2024,Hyderabad,Desktop,Analytics For Data
A3094,Data Analytics ,111,5382,$219.59 ,29,5,0.032,"$1,464 ",11/25/2024,Hyderabad,Desktop,Analytics For Data
A3095,Data Analytcis ,98,5898,$186.46 ,20,6,0.038,NA,11/9/2024,Hyderabad,Mobile,Data Analitics Online
A3096,Data Analytics ,98,3967,$214.51 ,12,5,0.051,"$1,180 ",11/8/2024,Hyderabad,Desktop,Analytics For Data
A3097,Data Analytics ,109,3089,$190.00 ,NA,7,0.038,"$1,779 ",11/1/2024,Hyderabad,Tablet,Data Analitics Online
A3098,Data Analytcis ,168,3219,$193.16 ,12,7,0.037,"$1,395 ",11/23/2024,Hyderabad,Mobile,Online Data Analytic
A3099,Data Analytcis ,127,4039,$247.92 ,20,8,0.063,NA,11/27/2024,Hyderabad,Mobile,Learn Data Analytics
A3100,Data analytics ,136,4051,$194.29 ,25,5,NA,NA,11/28/2024,Hyderabad,Tablet,Learn Data Analytics
A3101,Data Analytics ,173,5270,$233.33 ,11,7,0.04,"$1,783 ",16-11-2024,Hyderabad,Desktop,Analytics For Data
A3102,Data Analytics ,184,3239,$221.33 ,25,10,0.054,"$1,557 ",11/4/2024,Hyderabad,Desktop,Online Data Analytic
A3103,DataAnalytics,174,4054,$201.25 ,15,7,NA,"$1,514 ",23-11-2024,Hyderabad,Mobile,Learn Data Analytics
A3104,Data Analytcis ,196,5448,$232.55 ,30,8,0.041,"$1,694 ",11/14/2024,Hyderabad,Desktop,Learn Data Analytics
A3105,Data Analytics ,193,NA,$238.80 ,20,5,0.04,"$1,327 ",11/2/2024,Hyderabad,Mobile,Data Anaytics Training
A3106,Data Analytcis ,97,3937,$197.37 ,14,10,0.103,"$1,160 ",11/22/2024,Hyderabad,Tablet,Learn Data Analytics
A3107,Data analytics ,128,4175,$200.11 ,12,10,0.059,"$1,599 ",11/20/2024,Hyderabad,Desktop,Data Analitics Online
A3108,DataAnalytics,143,5780,$237.51 ,24,4,0.054,"$1,440 ",15-11-2024,Hyderabad,Mobile,Data Analitics Online
A3109,Data Analytcis ,NA,3809,$202.28 ,17,9,0.059,"$1,031 ",11/17/2024,Hyderabad,Desktop,Data Analytics Course
A3110,Data analytics ,83,3684,$203.47 ,NA,NA,NA,"$1,805 ",17-11-2024,Hyderabad,Tablet,Data Analytics Course
A3111,DataAnalytics,189,3226,$236.68 ,14,6,0.032,"$1,364 ",11/6/2024,Hyderabad,Tablet,Analytics For Data
A3112,DataAnalytics,165,4978,$180.25 ,12,4,0.058,"$1,123 ",14-11-2024,Hyderabad,Tablet,Online Data Analytic
A3113,Data Analytcis ,172,5041,$189.31 ,22,10,NA,"$1,645 ",11/7/2024,Hyderabad,Mobile,Data Anaytics Training
A3114,DataAnalytics,183,4124,$186.66 ,24,6,0.033,"$1,183 ",11/28/2024,Hyderabad,Tablet,Data Analytics Course
A3115,Data Analytics ,196,3143,$238.22 ,28,7,0.036,"$1,234 ",11/8/2024,Hyderabad,Mobile,Data Analitics Online
A3116,Data Analytics ,98,4505,$209.36 ,27,5,NA,"$1,186 ",29-11-2024,Hyderabad,Tablet,Learn Data Analytics
A3117,DataAnalytics,158,3736,$226.99 ,11,8,NA,"$1,606 ",11/29/2024,Hyderabad,Tablet,Data Anaytics Training
A3118,Data Analytcis ,104,5949,$216.60 ,28,4,0.038,"$1,102 ",10/11/2024,Hyderabad,Mobile,Analytics For Data
A3119,Data analytics ,84,4625,$226.02 ,13,5,NA,"$1,969 ",14-11-2024,Hyderabad,Desktop,Online Data Analytic
A3120,DataAnalytics,128,5022,$188.96 ,26,6,0.047,"$1,108 ",11/2/2024,Hyderabad,Mobile,Data Anaytics Training
A3121,DataAnalytics,99,5483,$180.04 ,NA,5,0.05,"$1,687 ",4/11/2024,Hyderabad,Desktop,Analytics For Data
A3122,Data Analytcis ,107,5491,$217.98 ,17,10,0.093,"$1,480 ",11/11/2024,Hyderabad,Mobile,Online Data Analytic
A3123,DataAnalytics,86,4078,$208.92 ,26,3,0.035,"$1,698 ",11/6/2024,Hyderabad,Mobile,Data Analytics Course
A3124,Data Analytcis ,NA,3052,$245.45 ,24,6,NA,"$1,769 ",11/28/2024,Hyderabad,Desktop,Data Analitics Online
A3125,DataAnalytics,88,3708,$225.76 ,10,5,0.036,"$1,667 ",12/11/2024,Hyderabad,Tablet,Data Anaytics Training
A3126,Data analytics ,141,5314,$184.34 ,29,10,0.071,"$1,271 ",11/19/2024,Hyderabad,Mobile,Online Data Analytic
A3127,Data Analytics ,193,3566,$212.73 ,19,7,0.036,"$1,311 ",11/4/2024,Hyderabad,Desktop,Data Analitics Online
A3128,Data Analytics ,185,4839,$193.99 ,26,6,0.032,"$1,492 ",4/11/2024,Hyderabad,Desktop,Data Anaytics Training
A3129,Data Analytcis ,117,5145,$244.44 ,12,8,0.068,NA,10/11/2024,Hyderabad,Mobile,Data Analitics Online
A3130,Data Analytics ,147,4371,$243.04 ,26,9,0.061,"$1,776 ",11/18/2024,Hyderabad,Desktop,Online Data Analytic
A3131,DataAnalytics,197,5697,$243.72 ,13,3,NA,"$1,154 ",6/11/2024,Hyderabad,Mobile,Learn Data Analytics
A3132,DataAnalytics,81,3096,$228.47 ,22,3,0.037,"$1,386 ",11/22/2024,Hyderabad,Tablet,Analytics For Data
A3133,Data Analytcis ,198,4163,$218.64 ,11,6,0.03,"$1,904 ",30-11-2024,Hyderabad,Tablet,Learn Data Analytics
A3134,Data analytics ,155,5150,$224.60 ,24,7,0.039,"$1,146 ",11/4/2024,Hyderabad,Tablet,Data Analytics Course
A3135,Data Analytics ,181,3948,$223.51 ,17,4,0.057,"$1,075 ",10/11/2024,Hyderabad,Mobile,Analytics For Data
A3136,Data Analytcis ,108,3126,$248.94 ,12,3,0.028,"$1,942 ",11/16/2024,Hyderabad,Tablet,Analytics For Data
A3137,Data Analytics ,114,5551,$195.44 ,30,5,0.044,"$1,255 ",11/15/2024,Hyderabad,Tablet,Analytics For Data
A3138,Data Analytcis ,146,5712,$221.73 ,26,5,NA,"$1,201 ",11/12/2024,Hyderabad,Mobile,Analytics For Data
A3139,DataAnalytics,89,4175,$194.22 ,11,3,0.055,"$1,370 ",11/22/2024,Hyderabad,Desktop,Data Anaytics Training
A3140,DataAnalytics,82,NA,NA,30,8,0.098,"$1,511 ",17-11-2024,Hyderabad,Desktop,Learn Data Analytics
A3141,DataAnalytics,98,5728,$230.52 ,14,10,NA,"$1,322 ",7/11/2024,Hyderabad,Mobile,Data Anaytics Training
A3142,DataAnalytics,87,3161,$244.49 ,24,8,0.092,"$1,161 ",11/6/2024,Hyderabad,Tablet,Data Analitics Online
A3143,Data Analytics ,146,4773,$248.27 ,30,6,0.041,"$1,304 ",11/1/2024,Hyderabad,Tablet,Online Data Analytic
A3144,Data analytics ,NA,3385,$208.31 ,25,10,NA,"$1,972 ",11/16/2024,Hyderabad,Mobile,Analytics For Data
A3145,Data Analytcis ,122,5600,$223.06 ,12,3,0.025,"$1,061 ",11/18/2024,Hyderabad,Tablet,Learn Data Analytics
A3146,Data Analytics ,153,4218,$228.36 ,16,7,0.046,"$1,178 ",3/11/2024,Hyderabad,Mobile,Data Analitics Online
A3147,Data analytics ,108,3358,$184.10 ,28,4,0.037,"$1,888 ",11/16/2024,Hyderabad,Desktop,Analytics For Data
A3148,Data Analytcis ,147,3021,$200.17 ,20,4,0.027,"$1,718 ",18-11-2024,Hyderabad,Mobile,Analytics For Data
A3149,Data Analytcis ,121,4477,$224.77 ,28,10,0.083,"$1,604 ",17-11-2024,Hyderabad,Tablet,Data Analitics Online
A3150,Data analytics ,112,4073,$180.24 ,30,4,NA,"$1,628 ",11/12/2024,Hyderabad,Tablet,Data Anaytics Training
A3151,Data analytics ,127,5172,$204.19 ,10,4,0.031,"$1,183 ",11/20/2024,Hyderabad,Mobile,Data Analitics Online
A3152,Data Analytcis ,192,5896,$201.18 ,30,9,0.05,"$1,589 ",30-11-2024,Hyderabad,Desktop,Data Analytics Course
A3153,Data Analytcis ,174,3427,$223.77 ,20,7,0.036,"$1,293 ",15-11-2024,Hyderabad,Desktop,Analytics For Data
A3154,Data Analytics ,166,4176,$243.10 ,16,9,0.041,"$1,147 ",11/24/2024,Hyderabad,Desktop,Learn Data Analytics
A3155,DataAnalytics,98,5835,$232.82 ,19,6,NA,"$1,989 ",11/2/2024,Hyderabad,Mobile,Data Analitics Online
A3156,DataAnalytics,191,5438,$244.10 ,19,5,NA,"$1,203 ",11/8/2024,Hyderabad,Tablet,Learn Data Analytics
A3157,Data Analytcis ,89,4936,$199.91 ,16,4,0.059,"$1,543 ",11/14/2024,Hyderabad,Desktop,Data Analytics Course
A3158,DataAnalytics,180,3526,NA,15,7,0.039,"$1,336 ",11/16/2024,Hyderabad,Mobile,Online Data Analytic
A3159,Data analytics ,91,5509,$186.22 ,29,5,0.055,"$1,928 ",11/2/2024,Hyderabad,Mobile,Learn Data Analytics
A3160,Data Analytcis ,114,5748,$184.76 ,16,8,0.07,"$1,490 ",11/21/2024,Hyderabad,Desktop,Data Analitics Online
A3161,DataAnalytics,80,5155,$217.30 ,28,5,NA,"$1,316 ",12/11/2024,Hyderabad,Tablet,Data Analytics Course
A3162,Data Analytics ,127,4537,$247.11 ,17,7,0.043,"$1,451 ",11/18/2024,Hyderabad,Tablet,Analytics For Data
A3163,DataAnalytics,84,5468,$227.36 ,13,4,0.048,"$1,228 ",11/26/2024,Hyderabad,Tablet,Data Analytics Course
A3164,Data analytics ,182,4390,$239.33 ,11,7,0.052,"$1,799 ",11/27/2024,Hyderabad,Tablet,Data Anaytics Training
A3165,DataAnalytics,105,5883,$180.07 ,20,4,0.038,"$1,586 ",11/5/2024,Hyderabad,Mobile,Data Analytics Course
A3166,Data analytics ,162,3120,$245.58 ,30,6,0.037,"$1,952 ",6/11/2024,Hyderabad,Mobile,Data Anaytics Training
A3167,Data analytics ,118,4377,$219.81 ,21,4,0.034,"$1,290 ",11/14/2024,Hyderabad,Desktop,Analytics For Data
A3168,Data Analytcis ,131,5719,$183.69 ,12,7,0.053,"$1,555 ",23-11-2024,Hyderabad,Mobile,Data Anaytics Training
A3169,Data analytics ,116,4250,$186.34 ,12,3,0.026,"$1,043 ",11/30/2024,Hyderabad,Desktop,Analytics For Data
A3170,Data analytics ,80,5648,$239.26 ,10,6,0.075,"$1,005 ",11/20/2024,Hyderabad,Mobile,Data Analytics Course
A3171,Data analytics ,81,3394,$187.24 ,12,6,0.074,"$1,227 ",12/11/2024,Hyderabad,Tablet,Data Analytics Course
A3172,Data analytics ,189,5117,$197.90 ,20,8,0.042,"$1,710 ",28-11-2024,Hyderabad,Mobile,Analytics For Data
A3173,Data analytics ,128,3861,$232.11 ,30,10,NA,"$1,636 ",18-11-2024,Hyderabad,Tablet,Data Analytics Course
A3174,Data Analytcis ,182,3303,$238.40 ,17,4,0.022,"$1,695 ",11/5/2024,Hyderabad,Desktop,Data Analitics Online
A3175,Data analytics ,124,4192,$184.42 ,12,6,0.048,NA,5/11/2024,Hyderabad,Tablet,Data Analytics Course
A3176,Data analytics ,137,3720,$237.22 ,24,5,0.036,"$1,811 ",10/11/2024,Hyderabad,Mobile,Online Data Analytic
A3177,Data analytics ,106,5789,$183.62 ,19,3,0.028,"$1,838 ",11/16/2024,Hyderabad,Desktop,Data Analitics Online
A3178,Data Analytcis ,102,5113,$206.65 ,27,6,0.059,"$1,466 ",11/19/2024,Hyderabad,Mobile,Data Analytics Course
A3179,DataAnalytics,155,3234,$204.47 ,12,4,0.026,"$1,401 ",11/16/2024,Hyderabad,Desktop,Learn Data Analytics
A3180,Data analytics ,85,3088,$234.24 ,24,4,0.047,"$1,210 ",11/7/2024,Hyderabad,Tablet,Analytics For Data
A3181,DataAnalytics,126,5114,$233.27 ,30,5,NA,"$1,197 ",15-11-2024,Hyderabad,Tablet,Data Analitics Online
A3182,DataAnalytics,96,5070,$210.63 ,27,10,0.104,"$1,653 ",11/18/2024,Hyderabad,Tablet,Online Data Analytic
A3183,Data Analytics ,128,4445,$200.52 ,14,4,0.031,"$1,861 ",11/5/2024,Hyderabad,Tablet,Learn Data Analytics
A3184,DataAnalytics,151,3656,$199.96 ,26,7,0.051,"$1,566 ",11/17/2024,Hyderabad,Desktop,Online Data Analytic
A3185,Data Analytics ,95,3583,$223.37 ,22,9,0.033,"$1,821 ",29-11-2024,Hyderabad,Desktop,Online Data Analytic
A3186,Data Analytcis ,193,4790,$247.69 ,23,5,0.026,"$1,687 ",24-11-2024,Hyderabad,Mobile,Data Analitics Online
A3187,Data Analytcis ,90,3235,$211.40 ,29,10,0.111,"$1,290 ",11/19/2024,Hyderabad,Tablet,Analytics For Data
A3188,Data Analytics ,175,3832,$245.61 ,27,5,0.029,"$1,388 ",11/26/2024,Hyderabad,Desktop,Data Analitics Online
A3189,Data Analytics ,153,4261,$230.25 ,27,7,0.046,"$1,027 ",11/5/2024,Hyderabad,Desktop,Analytics For Data
A3190,Data Analytcis ,103,4796,$180.64 ,26,7,NA,"$1,102 ",11/3/2024,Hyderabad,Mobile,Data Anaytics Training
A3191,Data analytics ,102,5229,$208.55 ,30,5,0.049,"$1,065 ",11/15/2024,Hyderabad,Mobile,Analytics For Data
A3192,Data Analytcis ,199,3754,$220.16 ,26,NA,0.045,"$1,262 ",11/20/2024,Hyderabad,Tablet,Data Analytics Course
A3193,DataAnalytics,96,4851,$229.12 ,27,6,NA,"$1,271 ",11/3/2024,Hyderabad,Tablet,Data Anaytics Training
A3194,Data Analytcis ,107,4816,$243.41 ,20,5,NA,NA,11/25/2024,Hyderabad,Tablet,Data Analytics Course
A3195,Data analytics ,170,5404,$218.24 ,24,5,NA,"$1,818 ",29-11-2024,Hyderabad,Desktop,Data Analitics Online
A3196,DataAnalytics,145,3068,$237.70 ,24,7,NA,"$1,494 ",11/19/2024,Hyderabad,Mobile,Data Analytics Course
A3197,DataAnalytics,148,5877,$213.84 ,25,8,NA,"$1,371 ",18-11-2024,Hyderabad,Desktop,Learn Data Analytics
A3198,Data Analytcis ,141,4188,$228.12 ,16,9,NA,"$1,204 ",30-11-2024,Hyderabad,Desktop,Data Analitics Online
A3199,Data Analytics ,89,5676,$183.58 ,14,NA,NA,"$1,254 ",11/16/2024,Hyderabad,Mobile,Data Analitics Online
A3200,DataAnalytics,140,4677,$223.74 ,20,9,0.064,"$1,610 ",11/4/2024,Hyderabad,Mobile,Learn Data Analytics
A3201,DataAnalytics,135,3793,$190.88 ,24,9,0.053,NA,11/19/2024,Hyderabad,Desktop,Data Analitics Online
A3202,DataAnalytics,105,3548,$216.80 ,30,7,0.054,"$1,663 ",14-11-2024,Hyderabad,Tablet,Learn Data Analytics
A3203,Data Analytics ,119,5944,$225.75 ,24,NA,NA,"$1,516 ",13-11-2024,Hyderabad,Tablet,Analytics For Data
A3204,Data Analytics ,128,4662,$187.28 ,23,9,NA,"$1,710 ",11/13/2024,Hyderabad,Desktop,Data Anaytics Training
A3205,Data Analytcis ,120,4453,$240.34 ,23,8,0.067,"$1,452 ",11/26/2024,Hyderabad,Tablet,Online Data Analytic
A3206,DataAnalytics,163,5052,$234.73 ,24,6,NA,"$1,848 ",17-11-2024,Hyderabad,Mobile,Online Data Analytic
A3207,Data analytics ,94,4457,$246.18 ,14,6,0.053,"$1,492 ",11/15/2024,Hyderabad,Tablet,Data Analitics Online
A3208,DataAnalytics,NA,5528,$185.93 ,21,5,0.045,"$1,719 ",15-11-2024,Hyderabad,Mobile,Data Anaytics Training
A3209,Data Analytcis ,146,4474,$190.94 ,18,10,NA,"$1,872 ",11/7/2024,Hyderabad,Tablet,Data Analitics Online
A3210,Data Analytcis ,193,5129,$243.78 ,13,10,0.052,"$1,583 ",11/6/2024,Hyderabad,Tablet,Data Analytics Course
A3211,DataAnalytics,96,5210,$223.05 ,10,8,0.083,"$1,483 ",11/29/2024,Hyderabad,Tablet,Online Data Analytic
A3212,Data Analytcis ,150,3456,$242.22 ,16,7,0.047,"$1,215 ",11/2/2024,Hyderabad,Desktop,Data Anaytics Training
A3213,Data analytics ,130,4109,$207.10 ,19,6,0.046,"$1,521 ",11/16/2024,Hyderabad,Mobile,Learn Data Analytics
A3214,Data Analytics ,99,3522,$210.01 ,28,9,0.034,"$1,932 ",11/23/2024,Hyderabad,Mobile,Analytics For Data
A3215,Data Analytcis ,143,3600,$238.14 ,26,7,0.049,"$1,891 ",11/9/2024,Hyderabad,Tablet,Analytics For Data
A3216,Data Analytcis ,116,3026,$209.03 ,24,9,NA,"$1,819 ",10/11/2024,Hyderabad,Desktop,Data Analitics Online
